Workload,Frequency (GHz),Governor,Record_Count,Operation_Count,No.threads,Consistency,Replication,Runtime (ms),Dynamic Power (W),Dynamic Energy (J)
workload-A,1.8,userspace,250000,750000,32,STCC,Partial,5689.47,68.22,388.16
workload-A,1.9,userspace,250000,750000,32,STCC,Partial,5251.18,68.42,359.26
workload-A,2.0,userspace,250000,750000,32,STCC,Partial,5606.1,69.64,390.42
workload-A,2.1,userspace,250000,750000,32,STCC,Partial,5741.44,71.36,409.7
workload-A,2.2,userspace,250000,750000,32,STCC,Partial,5652.17,74.78,422.67
workload-A,2.3,userspace,250000,750000,32,STCC,Partial,5369.02,74.4,399.44
workload-A,2.4,userspace,250000,750000,32,STCC,Partial,5741.07,82.3,472.51
workload-A,2.5,userspace,250000,750000,32,STCC,Partial,5484.81,81.31,445.98
workload-A,2.6,userspace,250000,750000,32,STCC,Partial,5630.4,86.18,485.25
workload-A,2.7,userspace,250000,750000,32,STCC,Partial,5518.38,83.08,458.45
workload-A,2.8,userspace,250000,750000,32,STCC,Partial,5317.11,90.81,482.85
workload-A,,performance,250000,250000,64,STCC,Partial,2644.64,55.17,145.9
workload-A,,conservative,250000,250000,64,STCC,Partial,2678.08,48.84,130.8
workload-A,,powersave,250000,250000,64,STCC,Partial,2707.84,45.6,123.49
workload-A,,ondemand,250000,250000,64,STCC,Partial,2865.15,54.02,154.78
workload-A,1.0,userspace,250000,250000,64,STCC,Partial,2785.54,48.89,136.19
workload-A,1.1,userspace,250000,250000,64,STCC,Partial,2816.25,50.65,142.65
workload-A,1.2,userspace,250000,250000,64,STCC,Partial,2670.34,49.65,132.58
workload-A,1.3,userspace,250000,250000,64,STCC,Partial,2662.53,52.67,140.25
workload-A,1.4,userspace,250000,250000,64,STCC,Partial,2760.39,54.45,150.29
workload-A,1.5,userspace,250000,250000,64,STCC,Partial,2788.32,58.18,162.23
workload-A,1.6,userspace,250000,250000,64,STCC,Partial,2696.69,62.71,169.11
workload-A,1.7,userspace,250000,250000,64,STCC,Partial,2655.65,63.93,169.78
workload-A,1.8,userspace,250000,250000,64,STCC,Partial,2827.26,68.82,194.58
workload-A,1.9,userspace,250000,250000,64,STCC,Partial,2857.38,70.97,202.78
workload-A,2.0,userspace,250000,250000,64,STCC,Partial,2640.18,70.24,185.44
workload-A,2.1,userspace,250000,250000,64,STCC,Partial,2657.44,72.39,192.37
workload-A,2.2,userspace,250000,250000,64,STCC,Partial,2853.02,74.54,212.66
workload-A,2.3,userspace,250000,250000,64,STCC,Partial,2690.03,75.29,202.54
workload-A,2.4,userspace,250000,250000,64,STCC,Partial,2726.02,76.75,209.21
workload-A,2.5,userspace,250000,250000,64,STCC,Partial,2657.42,82.77,219.97
workload-A,2.6,userspace,250000,250000,64,STCC,Partial,2816.67,82.35,231.95
workload-A,2.7,userspace,250000,250000,64,STCC,Partial,2787.22,89.75,250.15
workload-A,2.8,userspace,250000,250000,64,STCC,Partial,2618.48,92.17,241.34
workload-A,,performance,250000,500000,64,STCC,Partial,2715.92,55.94,151.93
workload-A,,conservative,250000,500000,64,STCC,Partial,2605.89,45.73,119.16
workload-A,,powersave,250000,500000,64,STCC,Partial,2820.82,44.89,126.62
workload-A,,ondemand,250000,500000,64,STCC,Partial,2824.34,52.77,149.03
workload-A,1.0,userspace,250000,500000,64,STCC,Partial,2658.69,48.56,129.12
workload-A,1.1,userspace,250000,500000,64,STCC,Partial,2635.72,48.77,128.54
workload-A,1.2,userspace,250000,500000,64,STCC,Partial,2838.91,51.28,145.58
workload-A,1.3,userspace,250000,500000,64,STCC,Partial,2646.23,55.9,147.91
workload-A,1.4,userspace,250000,500000,64,STCC,Partial,2755.12,57.98,159.73
workload-A,1.5,userspace,250000,500000,64,STCC,Partial,2863.23,57.71,165.25
workload-A,1.6,userspace,250000,500000,64,STCC,Partial,2622.5,61.45,161.14
workload-A,1.7,userspace,250000,500000,64,STCC,Partial,2792.41,64.48,180.07
workload-A,1.8,userspace,250000,500000,64,STCC,Partial,2613.96,68.04,177.84
workload-A,1.9,userspace,250000,500000,64,STCC,Partial,2732.94,66.6,182.01
workload-A,2.0,userspace,250000,500000,64,STCC,Partial,2775.07,69.86,193.86
workload-A,2.1,userspace,250000,500000,64,STCC,Partial,2648.0,70.16,185.78
workload-A,2.2,userspace,250000,500000,64,STCC,Partial,2680.92,76.0,203.75
workload-A,2.3,userspace,250000,500000,64,STCC,Partial,2762.2,76.01,209.96
workload-A,2.4,userspace,250000,500000,64,STCC,Partial,2815.9,78.58,221.27
workload-A,2.5,userspace,250000,500000,64,STCC,Partial,2731.59,81.34,222.19
workload-A,2.6,userspace,250000,500000,64,STCC,Partial,2684.13,87.93,236.03
workload-A,2.7,userspace,250000,500000,64,STCC,Partial,2746.49,89.69,246.33
workload-A,2.8,userspace,250000,500000,64,STCC,Partial,2728.7,85.61,233.61
workload-A,,performance,250000,750000,64,STCC,Partial,2762.98,57.9,159.99
workload-A,,conservative,250000,750000,64,STCC,Partial,2794.96,44.94,125.61
workload-A,,powersave,250000,750000,64,STCC,Partial,2857.21,42.56,121.59
workload-A,,ondemand,250000,750000,64,STCC,Partial,2860.15,52.75,150.86
workload-A,1.0,userspace,250000,750000,64,STCC,Partial,2704.67,45.27,122.44
workload-A,1.1,userspace,250000,750000,64,STCC,Partial,2815.55,49.11,138.28
workload-A,1.2,userspace,250000,750000,64,STCC,Partial,2821.88,50.48,142.46
workload-A,1.3,userspace,250000,750000,64,STCC,Partial,2808.0,55.06,154.61
workload-A,1.4,userspace,250000,750000,64,STCC,Partial,2747.65,54.33,149.27
workload-A,1.5,userspace,250000,750000,64,STCC,Partial,2759.63,58.03,160.14
workload-A,1.6,userspace,250000,750000,64,STCC,Partial,2716.22,62.37,169.4
workload-A,1.7,userspace,250000,750000,64,STCC,Partial,2848.6,65.34,186.14
workload-A,1.8,userspace,250000,750000,64,STCC,Partial,2804.62,67.51,189.35
workload-A,1.9,userspace,250000,750000,64,STCC,Partial,2729.96,70.12,191.42
workload-A,2.0,userspace,250000,750000,64,STCC,Partial,2621.05,70.21,184.03
workload-A,2.1,userspace,250000,750000,64,STCC,Partial,2616.52,73.31,191.82
workload-A,2.2,userspace,250000,750000,64,STCC,Partial,2831.72,73.96,209.42
workload-A,2.3,userspace,250000,750000,64,STCC,Partial,2671.16,78.76,210.39
workload-A,2.4,userspace,250000,750000,64,STCC,Partial,2709.22,77.89,211.02
workload-A,2.5,userspace,250000,750000,64,STCC,Partial,2753.79,81.94,225.63
workload-A,2.6,userspace,250000,750000,64,STCC,Partial,2604.74,87.56,228.08
workload-A,2.7,userspace,250000,750000,64,STCC,Partial,2678.73,87.63,234.75
workload-A,2.8,userspace,250000,750000,64,STCC,Partial,2626.74,93.03,244.38
workload-A,,performance,500000,250000,32,STCC,Partial,10431.37,53.91,562.34
workload-A,,conservative,500000,250000,32,STCC,Partial,10424.91,46.02,479.81
workload-A,,powersave,500000,250000,32,STCC,Partial,11455.75,46.63,534.22
workload-A,,ondemand,500000,250000,32,STCC,Partial,11238.53,53.46,600.78
workload-A,1.0,userspace,500000,250000,32,STCC,Partial,10976.78,45.98,504.66
workload-A,1.1,userspace,500000,250000,32,STCC,Partial,10824.96,49.24,533.07
workload-A,1.2,userspace,500000,250000,32,STCC,Partial,11218.69,53.77,603.22
workload-A,1.3,userspace,500000,250000,32,STCC,Partial,11293.77,56.7,640.38
workload-A,1.4,userspace,500000,250000,32,STCC,Partial,10678.68,57.19,610.66
workload-A,1.5,userspace,500000,250000,32,STCC,Partial,10805.93,59.49,642.82
workload-A,1.6,userspace,500000,250000,32,STCC,Partial,10725.83,63.24,678.26
workload-A,1.7,userspace,500000,250000,32,STCC,Partial,10724.89,61.11,655.42
workload-A,1.8,userspace,500000,250000,32,STCC,Partial,11257.91,65.3,735.16
workload-A,1.9,userspace,500000,250000,32,STCC,Partial,11061.36,67.53,746.98
workload-A,2.0,userspace,500000,250000,32,STCC,Partial,11325.05,73.32,830.31
workload-A,2.1,userspace,500000,250000,32,STCC,Partial,11142.59,73.44,818.28
workload-A,2.2,userspace,500000,250000,32,STCC,Partial,10703.18,75.14,804.22
workload-A,2.3,userspace,500000,250000,32,STCC,Partial,10552.44,76.05,802.47
workload-A,2.4,userspace,500000,250000,32,STCC,Partial,11441.16,78.19,894.59
workload-A,2.5,userspace,500000,250000,32,STCC,Partial,11208.22,82.97,929.97
workload-A,2.6,userspace,500000,250000,32,STCC,Partial,10818.31,83.72,905.76
workload-A,2.7,userspace,500000,250000,32,STCC,Partial,11338.74,87.07,987.31
workload-A,2.8,userspace,500000,250000,32,STCC,Partial,10931.42,85.83,938.24
workload-A,,performance,500000,500000,32,STCC,Partial,11240.85,55.69,626.03
workload-A,,conservative,500000,500000,32,STCC,Partial,11101.28,47.13,523.2
workload-A,,powersave,500000,500000,32,STCC,Partial,10932.27,44.9,490.86
workload-A,,ondemand,500000,500000,32,STCC,Partial,10648.69,53.73,572.17
workload-A,1.0,userspace,500000,500000,32,STCC,Partial,10915.35,48.14,525.46
workload-A,1.1,userspace,500000,500000,32,STCC,Partial,10897.1,48.05,523.59
workload-A,1.2,userspace,500000,500000,32,STCC,Partial,10922.08,49.52,540.83
workload-A,1.3,userspace,500000,500000,32,STCC,Partial,11151.47,56.23,627.02
workload-A,1.4,userspace,500000,500000,32,STCC,Partial,10850.88,54.2,588.12
workload-A,1.5,userspace,500000,500000,32,STCC,Partial,10966.35,57.78,633.65
workload-A,1.6,userspace,500000,500000,32,STCC,Partial,10738.36,63.82,685.35
workload-A,1.7,userspace,500000,500000,32,STCC,Partial,11104.03,65.57,728.11
workload-A,1.8,userspace,500000,500000,32,STCC,Partial,11246.97,67.06,754.18
workload-A,1.9,userspace,500000,500000,32,STCC,Partial,10457.53,71.4,746.71
workload-A,2.0,userspace,500000,500000,32,STCC,Partial,11234.42,73.19,822.2
workload-A,2.1,userspace,500000,500000,32,STCC,Partial,10492.3,73.47,770.88
workload-A,2.2,userspace,500000,500000,32,STCC,Partial,10541.09,72.91,768.51
workload-A,2.3,userspace,500000,500000,32,STCC,Partial,11140.87,80.17,893.2
workload-A,2.4,userspace,500000,500000,32,STCC,Partial,11127.99,82.03,912.8
workload-A,2.5,userspace,500000,500000,32,STCC,Partial,10754.25,79.65,856.55
workload-A,2.6,userspace,500000,500000,32,STCC,Partial,10783.09,87.49,943.4
workload-A,2.7,userspace,500000,500000,32,STCC,Partial,10602.09,84.19,892.63
workload-A,2.8,userspace,500000,500000,32,STCC,Partial,11416.16,91.04,1039.35
workload-A,,performance,500000,750000,32,STCC,Partial,11211.8,57.86,648.73
workload-A,,conservative,500000,750000,32,STCC,Partial,11302.27,49.48,559.23
workload-A,,powersave,500000,750000,32,STCC,Partial,10725.52,45.3,485.89
workload-A,,ondemand,500000,750000,32,STCC,Partial,11378.41,52.92,602.11
workload-A,1.0,userspace,500000,750000,32,STCC,Partial,11280.91,48.76,550.04
workload-A,1.1,userspace,500000,750000,32,STCC,Partial,11433.91,48.36,553.0
workload-A,1.2,userspace,500000,750000,32,STCC,Partial,11420.35,50.72,579.28
workload-A,1.3,userspace,500000,750000,32,STCC,Partial,11029.07,56.54,623.58
workload-A,1.4,userspace,500000,750000,32,STCC,Partial,11044.73,57.95,640.08
workload-A,1.5,userspace,500000,750000,32,STCC,Partial,10798.29,60.8,656.57
workload-A,1.6,userspace,500000,750000,32,STCC,Partial,10673.53,61.69,658.49
workload-A,1.7,userspace,500000,750000,32,STCC,Partial,10532.9,65.01,684.72
workload-A,1.8,userspace,500000,750000,32,STCC,Partial,11173.88,63.61,710.78
workload-A,1.9,userspace,500000,750000,32,STCC,Partial,11479.48,69.76,800.77
workload-A,2.0,userspace,500000,750000,32,STCC,Partial,10973.46,72.16,791.84
workload-A,2.1,userspace,500000,750000,32,STCC,Partial,10810.54,74.34,803.7
workload-A,2.2,userspace,500000,750000,32,STCC,Partial,11096.98,76.0,843.41
workload-A,2.3,userspace,500000,750000,32,STCC,Partial,10891.67,74.2,808.11
workload-A,2.4,userspace,500000,750000,32,STCC,Partial,10653.96,77.93,830.29
workload-A,2.5,userspace,500000,750000,32,STCC,Partial,10591.74,79.61,843.2
workload-A,2.6,userspace,500000,750000,32,STCC,Partial,11051.06,82.59,912.69
workload-A,2.7,userspace,500000,750000,32,STCC,Partial,11364.11,86.28,980.47
workload-A,2.8,userspace,500000,750000,32,STCC,Partial,10457.57,90.07,941.96
workload-A,,performance,500000,250000,64,STCC,Partial,5425.02,55.7,302.16
workload-A,,conservative,500000,250000,64,STCC,Partial,5451.01,49.34,268.97
workload-A,,powersave,500000,250000,64,STCC,Partial,5723.2,46.15,264.13
workload-A,,ondemand,500000,250000,64,STCC,Partial,5726.86,54.29,310.94
workload-A,1.0,userspace,500000,250000,64,STCC,Partial,5223.31,47.83,249.82
workload-A,1.1,userspace,500000,250000,64,STCC,Partial,5411.6,48.17,260.67
workload-A,1.2,userspace,500000,250000,64,STCC,Partial,5679.18,52.0,295.31
workload-A,1.3,userspace,500000,250000,64,STCC,Partial,5275.25,51.75,273.0
workload-A,1.4,userspace,500000,250000,64,STCC,Partial,5273.77,53.91,284.33
workload-A,1.5,userspace,500000,250000,64,STCC,Partial,5640.86,61.5,346.94
workload-A,1.6,userspace,500000,250000,64,STCC,Partial,5597.36,60.42,338.17
workload-A,1.7,userspace,500000,250000,64,STCC,Partial,5289.45,60.46,319.81
workload-A,1.8,userspace,500000,250000,64,STCC,Partial,5357.08,66.36,355.52
workload-A,1.9,userspace,500000,250000,64,STCC,Partial,5442.4,71.24,387.7
workload-A,2.0,userspace,500000,250000,64,STCC,Partial,5206.15,73.31,381.66
workload-A,2.1,userspace,500000,250000,64,STCC,Partial,5615.86,71.07,399.14
workload-A,2.2,userspace,500000,250000,64,STCC,Partial,5276.18,73.69,388.8
workload-A,2.3,userspace,500000,250000,64,STCC,Partial,5522.09,76.32,421.44
workload-A,2.4,userspace,500000,250000,64,STCC,Partial,5353.77,80.77,432.43
workload-A,2.5,userspace,500000,250000,64,STCC,Partial,5495.1,82.03,450.77
workload-A,2.6,userspace,500000,250000,64,STCC,Partial,5729.81,88.47,506.91
workload-A,2.7,userspace,500000,250000,64,STCC,Partial,5502.43,88.35,486.14
workload-A,2.8,userspace,500000,250000,64,STCC,Partial,5271.95,85.63,451.42
workload-A,,performance,500000,500000,64,STCC,Partial,5567.73,56.5,314.56
workload-A,,conservative,500000,500000,64,STCC,Partial,5368.14,48.1,258.22
workload-A,,powersave,500000,500000,64,STCC,Partial,5243.44,43.89,230.13
workload-A,,ondemand,500000,500000,64,STCC,Partial,5264.48,50.06,263.53
workload-A,1.0,userspace,500000,500000,64,STCC,Partial,5225.59,47.5,248.22
workload-A,1.1,userspace,500000,500000,64,STCC,Partial,5361.46,50.38,270.09
workload-A,1.2,userspace,500000,500000,64,STCC,Partial,5614.45,51.87,291.25
workload-A,1.3,userspace,500000,500000,64,STCC,Partial,5446.97,55.56,302.65
workload-A,1.4,userspace,500000,500000,64,STCC,Partial,5696.54,55.62,316.84
workload-A,1.5,userspace,500000,500000,64,STCC,Partial,5528.96,61.26,338.71
workload-A,1.6,userspace,500000,500000,64,STCC,Partial,5515.82,60.8,335.35
workload-A,1.7,userspace,500000,500000,64,STCC,Partial,5316.33,60.64,322.4
workload-A,1.8,userspace,500000,500000,64,STCC,Partial,5283.09,68.3,360.82
workload-A,1.9,userspace,500000,500000,64,STCC,Partial,5626.69,66.54,374.42
workload-A,2.0,userspace,500000,500000,64,STCC,Partial,5374.43,67.07,360.48
workload-A,2.1,userspace,500000,500000,64,STCC,Partial,5544.23,69.97,387.94
workload-A,2.2,userspace,500000,500000,64,STCC,Partial,5312.76,74.56,396.1
workload-A,2.3,userspace,500000,500000,64,STCC,Partial,5410.03,76.42,413.42
workload-A,2.4,userspace,500000,500000,64,STCC,Partial,5244.69,81.28,426.28
workload-A,2.5,userspace,500000,500000,64,STCC,Partial,5439.68,82.25,447.39
workload-A,2.6,userspace,500000,500000,64,STCC,Partial,5604.33,87.59,490.89
workload-A,2.7,userspace,500000,500000,64,STCC,Partial,5309.61,88.19,468.26
workload-A,2.8,userspace,500000,500000,64,STCC,Partial,5345.19,89.62,479.04
workload-A,,performance,500000,750000,64,STCC,Partial,5282.33,59.13,312.36
workload-A,,conservative,500000,750000,64,STCC,Partial,5292.45,46.86,248.01
workload-A,,powersave,500000,750000,64,STCC,Partial,5198.02,45.43,236.13
workload-A,,ondemand,500000,750000,64,STCC,Partial,5313.78,53.87,286.26
workload-A,1.0,userspace,500000,750000,64,STCC,Partial,5512.42,45.36,250.05
workload-A,1.1,userspace,500000,750000,64,STCC,Partial,5282.42,48.69,257.22
workload-A,1.2,userspace,500000,750000,64,STCC,Partial,5396.11,53.13,286.69
workload-A,1.3,userspace,500000,750000,64,STCC,Partial,5309.46,55.09,292.51
workload-A,1.4,userspace,500000,750000,64,STCC,Partial,5361.94,53.66,287.71
workload-A,1.5,userspace,500000,750000,64,STCC,Partial,5377.88,57.13,307.24
workload-A,1.6,userspace,500000,750000,64,STCC,Partial,5505.17,60.49,333.03
workload-A,1.7,userspace,500000,750000,64,STCC,Partial,5401.75,65.07,351.48
workload-A,1.8,userspace,500000,750000,64,STCC,Partial,5572.67,68.46,381.49
workload-A,1.9,userspace,500000,750000,64,STCC,Partial,5403.95,66.52,359.45
workload-A,2.0,userspace,500000,750000,64,STCC,Partial,5236.92,67.89,355.55
workload-A,2.1,userspace,500000,750000,64,STCC,Partial,5250.48,72.16,378.85
workload-A,2.2,userspace,500000,750000,64,STCC,Partial,5670.19,75.7,429.22
workload-A,2.3,userspace,500000,750000,64,STCC,Partial,5307.93,76.09,403.89
workload-A,2.4,userspace,500000,750000,64,STCC,Partial,5566.98,79.17,440.73
workload-A,2.5,userspace,500000,750000,64,STCC,Partial,5228.01,82.17,429.57
workload-A,2.6,userspace,500000,750000,64,STCC,Partial,5602.42,81.1,454.35
workload-A,2.7,userspace,500000,750000,64,STCC,Partial,5559.84,82.68,459.69
workload-A,2.8,userspace,500000,750000,64,STCC,Partial,5407.52,89.79,485.54
workload-A,,performance,750000,250000,32,STCC,Partial,17124.99,54.18,927.89
workload-A,,conservative,750000,250000,32,STCC,Partial,16727.67,44.82,749.72
workload-A,,powersave,750000,250000,32,STCC,Partial,16548.73,44.5,736.49
workload-A,,ondemand,750000,250000,32,STCC,Partial,15706.15,51.62,810.79
workload-A,1.0,userspace,750000,250000,32,STCC,Partial,16157.53,47.1,761.0
workload-A,1.1,userspace,750000,250000,32,STCC,Partial,17047.26,51.06,870.49
workload-A,1.2,userspace,750000,250000,32,STCC,Partial,16566.76,54.14,896.98
workload-A,1.3,userspace,750000,250000,32,STCC,Partial,16920.25,54.18,916.78
workload-A,1.4,userspace,750000,250000,32,STCC,Partial,16462.0,58.4,961.41
workload-A,1.5,userspace,750000,250000,32,STCC,Partial,15981.95,55.99,894.77
workload-A,1.6,userspace,750000,250000,32,STCC,Partial,16030.8,61.3,982.61
workload-A,1.7,userspace,750000,250000,32,STCC,Partial,16701.03,61.76,1031.54
workload-A,1.8,userspace,750000,250000,32,STCC,Partial,16186.95,69.01,1117.05
workload-A,1.9,userspace,750000,250000,32,STCC,Partial,16249.41,70.38,1143.65
workload-A,2.0,userspace,750000,250000,32,STCC,Partial,16601.58,68.22,1132.59
workload-A,2.1,userspace,750000,250000,32,STCC,Partial,16340.85,72.69,1187.77
workload-A,2.2,userspace,750000,250000,32,STCC,Partial,17203.96,76.78,1320.89
workload-A,2.3,userspace,750000,250000,32,STCC,Partial,15964.98,78.93,1260.1
workload-A,2.4,userspace,750000,250000,32,STCC,Partial,16271.95,76.64,1247.02
workload-A,2.5,userspace,750000,250000,32,STCC,Partial,16161.63,85.65,1384.25
workload-A,2.6,userspace,750000,250000,32,STCC,Partial,17200.33,84.27,1449.48
workload-A,2.7,userspace,750000,250000,32,STCC,Partial,16144.69,89.45,1444.21
workload-A,2.8,userspace,750000,250000,32,STCC,Partial,15677.82,85.6,1341.96
workload-A,,performance,750000,500000,32,STCC,Partial,16605.19,56.73,942.05
workload-A,,conservative,750000,500000,32,STCC,Partial,17007.75,47.36,805.57
workload-A,,powersave,750000,500000,32,STCC,Partial,16787.16,45.59,765.29
workload-A,,ondemand,750000,500000,32,STCC,Partial,17109.74,53.49,915.14
workload-A,1.0,userspace,750000,500000,32,STCC,Partial,17088.99,49.45,845.04
workload-A,1.1,userspace,750000,500000,32,STCC,Partial,16004.98,49.52,792.52
workload-A,1.2,userspace,750000,500000,32,STCC,Partial,15608.14,50.13,782.41
workload-A,1.3,userspace,750000,500000,32,STCC,Partial,15942.25,54.09,862.35
workload-A,1.4,userspace,750000,500000,32,STCC,Partial,16839.68,54.48,917.5
workload-A,1.5,userspace,750000,500000,32,STCC,Partial,15991.84,56.44,902.61
workload-A,1.6,userspace,750000,500000,32,STCC,Partial,16606.47,60.25,1000.59
workload-A,1.7,userspace,750000,500000,32,STCC,Partial,16922.01,64.77,1096.03
workload-A,1.8,userspace,750000,500000,32,STCC,Partial,16746.04,65.02,1088.79
workload-A,1.9,userspace,750000,500000,32,STCC,Partial,15779.87,68.78,1085.27
workload-A,2.0,userspace,750000,500000,32,STCC,Partial,16611.24,72.34,1201.63
workload-A,2.1,userspace,750000,500000,32,STCC,Partial,16933.57,75.16,1272.65
workload-A,2.2,userspace,750000,500000,32,STCC,Partial,16319.97,75.53,1232.7
workload-A,2.3,userspace,750000,500000,32,STCC,Partial,16816.89,74.13,1246.69
workload-A,2.4,userspace,750000,500000,32,STCC,Partial,15989.43,82.82,1324.26
workload-A,2.5,userspace,750000,500000,32,STCC,Partial,16336.31,84.7,1383.69
workload-A,2.6,userspace,750000,500000,32,STCC,Partial,16296.65,87.98,1433.8
workload-A,2.7,userspace,750000,500000,32,STCC,Partial,17221.1,84.17,1449.47
workload-A,2.8,userspace,750000,500000,32,STCC,Partial,17103.99,88.59,1515.23
workload-A,,performance,750000,750000,32,STCC,Partial,16962.64,56.32,955.33
workload-A,,conservative,750000,750000,32,STCC,Partial,16711.1,47.77,798.27
workload-A,,powersave,750000,750000,32,STCC,Partial,17014.72,44.21,752.26
workload-A,,ondemand,750000,750000,32,STCC,Partial,15638.14,53.39,834.96
workload-A,1.0,userspace,750000,750000,32,STCC,Partial,16893.52,49.41,834.77
workload-A,1.1,userspace,750000,750000,32,STCC,Partial,15860.23,50.62,802.79
workload-A,1.2,userspace,750000,750000,32,STCC,Partial,16659.23,50.98,849.35
workload-A,1.3,userspace,750000,750000,32,STCC,Partial,17028.57,55.06,937.66
workload-A,1.4,userspace,750000,750000,32,STCC,Partial,15592.75,55.54,865.95
workload-A,1.5,userspace,750000,750000,32,STCC,Partial,15903.23,56.01,890.69
workload-A,1.6,userspace,750000,750000,32,STCC,Partial,16169.33,62.18,1005.38
workload-A,1.7,userspace,750000,750000,32,STCC,Partial,16092.44,61.79,994.29
workload-A,1.8,userspace,750000,750000,32,STCC,Partial,16260.39,67.41,1096.1
workload-A,1.9,userspace,750000,750000,32,STCC,Partial,16006.82,67.55,1081.22
workload-A,2.0,userspace,750000,750000,32,STCC,Partial,16869.24,67.12,1132.21
workload-A,2.1,userspace,750000,750000,32,STCC,Partial,15935.44,75.75,1207.09
workload-A,2.2,userspace,750000,750000,32,STCC,Partial,17008.12,75.0,1275.62
workload-A,2.3,userspace,750000,750000,32,STCC,Partial,15843.26,74.13,1174.41
workload-A,2.4,userspace,750000,750000,32,STCC,Partial,17115.73,82.23,1407.46
workload-A,2.5,userspace,750000,750000,32,STCC,Partial,16264.86,78.22,1272.3
workload-A,2.6,userspace,750000,750000,32,STCC,Partial,16371.29,87.81,1437.51
workload-A,2.7,userspace,750000,750000,32,STCC,Partial,16309.04,84.41,1376.59
workload-A,2.8,userspace,750000,750000,32,STCC,Partial,17136.73,89.64,1536.05
workload-A,,performance,750000,250000,64,STCC,Partial,8406.7,57.91,486.81
workload-A,,conservative,750000,250000,64,STCC,Partial,8218.05,46.68,383.63
workload-A,,powersave,750000,250000,64,STCC,Partial,7854.29,46.26,363.31
workload-A,,ondemand,750000,250000,64,STCC,Partial,8476.13,51.24,434.34
workload-A,1.0,userspace,750000,250000,64,STCC,Partial,7827.76,48.45,379.28
workload-A,1.1,userspace,750000,250000,64,STCC,Partial,8374.12,48.52,406.3
workload-A,1.2,userspace,750000,250000,64,STCC,Partial,8425.89,51.2,431.4
workload-A,1.3,userspace,750000,250000,64,STCC,Partial,8159.65,53.58,437.21
workload-A,1.4,userspace,750000,250000,64,STCC,Partial,7847.68,58.35,457.92
workload-A,1.5,userspace,750000,250000,64,STCC,Partial,8107.01,56.84,460.76
workload-A,1.6,userspace,750000,250000,64,STCC,Partial,7928.52,64.02,507.55
workload-A,1.7,userspace,750000,250000,64,STCC,Partial,8424.4,60.39,508.74
workload-A,1.8,userspace,750000,250000,64,STCC,Partial,7910.48,69.08,546.45
workload-A,1.9,userspace,750000,250000,64,STCC,Partial,7844.84,67.05,525.99
workload-A,2.0,userspace,750000,250000,64,STCC,Partial,8291.41,72.02,597.14
workload-A,2.1,userspace,750000,250000,64,STCC,Partial,8571.52,74.77,640.92
workload-A,2.2,userspace,750000,250000,64,STCC,Partial,8164.61,72.08,588.53
workload-A,2.3,userspace,750000,250000,64,STCC,Partial,8131.18,77.63,631.26
workload-A,2.4,userspace,750000,250000,64,STCC,Partial,8488.46,79.02,670.8
workload-A,2.5,userspace,750000,250000,64,STCC,Partial,8293.08,79.29,657.52
workload-A,2.6,userspace,750000,250000,64,STCC,Partial,8371.6,88.27,738.97
workload-A,2.7,userspace,750000,250000,64,STCC,Partial,7983.67,88.26,704.6
workload-A,2.8,userspace,750000,250000,64,STCC,Partial,8403.63,92.31,775.71
workload-A,,performance,750000,500000,64,STCC,Partial,7978.09,57.32,457.27
workload-A,,conservative,750000,500000,64,STCC,Partial,8522.61,44.99,383.43
workload-A,,powersave,750000,500000,64,STCC,Partial,8471.43,44.95,380.83
workload-A,,ondemand,750000,500000,64,STCC,Partial,8270.4,50.05,413.94
workload-A,1.0,userspace,750000,500000,64,STCC,Partial,8449.6,48.19,407.19
workload-A,1.1,userspace,750000,500000,64,STCC,Partial,8289.19,47.04,389.91
workload-A,1.2,userspace,750000,500000,64,STCC,Partial,8201.33,50.78,416.47
workload-A,1.3,userspace,750000,500000,64,STCC,Partial,8184.97,54.3,444.43
workload-A,1.4,userspace,750000,500000,64,STCC,Partial,7834.79,56.18,440.17
workload-A,1.5,userspace,750000,500000,64,STCC,Partial,8173.22,59.96,490.08
workload-A,1.6,userspace,750000,500000,64,STCC,Partial,7886.55,61.82,487.52
workload-A,1.7,userspace,750000,500000,64,STCC,Partial,8329.01,62.52,520.72
workload-A,1.8,userspace,750000,500000,64,STCC,Partial,8402.78,65.86,553.38
workload-A,1.9,userspace,750000,500000,64,STCC,Partial,8310.82,69.77,579.86
workload-A,2.0,userspace,750000,500000,64,STCC,Partial,7957.55,67.44,536.69
workload-A,2.1,userspace,750000,500000,64,STCC,Partial,7990.83,70.71,565.04
workload-A,2.2,userspace,750000,500000,64,STCC,Partial,8182.58,73.29,599.74
workload-A,2.3,userspace,750000,500000,64,STCC,Partial,8370.02,79.3,663.74
workload-A,2.4,userspace,750000,500000,64,STCC,Partial,7815.47,81.79,639.26
workload-A,2.5,userspace,750000,500000,64,STCC,Partial,7827.75,85.32,667.88
workload-A,2.6,userspace,750000,500000,64,STCC,Partial,7827.09,81.8,640.28
workload-A,2.7,userspace,750000,500000,64,STCC,Partial,7905.37,86.13,680.92
workload-A,2.8,userspace,750000,500000,64,STCC,Partial,7846.26,88.27,692.57
workload-A,,performance,750000,750000,64,STCC,Partial,7950.99,56.36,448.11
